COMMENT Batol1-Ust'Nera_Z
STATION gUstNera
COMPONENT Z
REFTIME   01_Nov_1980_13:00:00.000
STARTTIME 01_Nov_1980_13:04:34.870
CF 35330
TC -25.13
300.000000	4.890000
300.010000	4.890296
300.020000	4.890593
300.030000	4.890889
300.040000	4.891185
300.050000	4.891482
300.060000	4.891778
300.070000	4.892075
300.080000	4.892371
300.090000	4.892667
300.100000	4.892964
300.110000	4.893260
300.120000	4.893556
300.130000	4.893853
300.140000	4.894149
300.150000	4.894446
300.160000	4.894742
300.170000	4.895038
300.180000	4.895335
300.190000	4.895631
300.200000	4.895927
300.210000	4.896224
300.220000	4.896520
300.230000	4.896817
300.240000	4.897113
300.250000	4.897409
300.260000	4.897706
300.270000	4.898002
300.280000	4.898298
300.290000	4.898595
300.300000	4.898891
300.310000	4.899187
300.320000	4.899484
300.330000	4.899780
300.340000	4.900077
300.350000	4.900373
300.360000	4.900669
300.370000	4.900966
300.380000	4.901262
300.390000	4.901558
300.400000	4.901855
300.410000	4.902151
300.420000	4.902448
300.430000	4.902744
300.440000	4.903040
300.450000	4.903337
300.460000	4.903633
300.470000	4.903929
300.480000	4.904226
300.490000	4.904522
300.500000	4.904818
300.510000	4.905115
300.520000	4.905411
300.530000	4.905708
300.540000	4.906004
300.550000	4.906300
300.560000	4.906597
300.570000	4.906893
300.580000	4.907189
300.590000	4.907486
300.600000	4.907782
300.610000	4.908079
300.620000	4.908375
300.630000	4.908671
300.640000	4.908968
300.650000	4.909264
300.660000	4.909560
300.670000	4.909857
300.680000	4.910153
300.690000	4.910450
300.700000	4.910746
300.710000	4.911042
300.720000	4.911339
300.730000	4.911635
300.740000	4.911931
300.750000	4.912228
300.760000	4.912524
300.770000	4.912820
300.780000	4.913117
300.790000	4.912279
300.800000	4.911281
300.810000	4.910282
300.820000	4.909284
300.830000	4.908286
300.840000	4.907288
300.850000	4.906290
300.860000	4.905292
300.870000	4.904294
300.880000	4.903296
300.890000	4.902298
300.900000	4.901300
300.910000	4.900302
300.920000	4.899304
300.930000	4.898306
300.940000	4.897307
300.950000	4.896309
300.960000	4.895700
300.970000	4.895451
300.980000	4.895201
300.990000	4.894952
301.000000	4.894703
301.010000	4.894453
301.020000	4.894204
301.030000	4.893954
301.040000	4.893705
301.050000	4.893456
301.060000	4.893206
301.070000	4.892957
301.080000	4.892708
301.090000	4.892458
301.100000	4.892209
301.110000	4.891960
301.120000	4.891710
301.130000	4.891461
301.140000	4.891211
301.150000	4.890962
301.160000	4.890713
301.170000	4.890463
301.180000	4.890214
301.190000	4.889965
301.200000	4.889715
301.210000	4.889466
301.220000	4.889216
301.230000	4.888967
301.240000	4.888718
301.250000	4.888468
301.260000	4.888219
301.270000	4.887970
301.280000	4.887720
301.290000	4.887471
301.300000	4.887222
301.310000	4.887174
301.320000	4.887174
301.330000	4.887174
301.340000	4.887175
301.350000	4.887175
301.360000	4.887175
301.370000	4.887175
301.380000	4.887175
301.390000	4.887176
301.400000	4.887176
301.410000	4.887176
301.420000	4.887176
301.430000	4.887177
301.440000	4.887177
301.450000	4.887177
301.460000	4.887177
301.470000	4.887177
301.480000	4.887178
301.490000	4.887178
301.500000	4.887178
301.510000	4.887178
301.520000	4.887179
301.530000	4.887179
301.540000	4.887179
301.550000	4.887179
301.560000	4.887179
301.570000	4.887180
301.580000	4.887180
301.590000	4.887180
301.600000	4.887180
301.610000	4.887327
301.620000	4.887660
301.630000	4.887993
301.640000	4.888326
301.650000	4.888659
301.660000	4.888992
301.670000	4.889325
301.680000	4.889658
301.690000	4.889991
301.700000	4.890325
301.710000	4.890658
301.720000	4.890991
301.730000	4.891324
301.740000	4.891657
301.750000	4.891990
301.760000	4.892323
301.770000	4.892656
301.780000	4.892989
301.790000	4.893322
301.800000	4.893655
301.810000	4.893988
301.820000	4.894321
301.830000	4.894654
301.840000	4.894987
301.850000	4.895320
301.860000	4.895653
301.870000	4.895848
301.880000	4.895848
301.890000	4.895848
301.900000	4.895849
301.910000	4.895849
301.920000	4.895849
301.930000	4.895849
301.940000	4.895849
301.950000	4.895850
301.960000	4.895850
301.970000	4.895850
301.980000	4.895850
301.990000	4.895850
302.000000	4.895851
302.010000	4.895851
302.020000	4.895851
302.030000	4.895851
302.040000	4.895851
302.050000	4.895852
302.060000	4.895852
302.070000	4.895852
302.080000	4.895852
302.090000	4.895852
302.100000	4.895853
302.110000	4.895853
302.120000	4.895853
302.130000	4.896132
302.140000	4.896846
302.150000	4.897559
302.160000	4.898273
302.170000	4.898986
302.180000	4.899699
302.190000	4.900413
302.200000	4.901126
302.210000	4.901840
302.220000	4.902553
302.230000	4.903267
302.240000	4.903980
302.250000	4.904693
302.260000	4.905407
302.270000	4.906120
302.280000	4.906834
302.290000	4.907547
302.300000	4.908261
302.310000	4.908974
302.320000	4.909687
302.330000	4.910401
302.340000	4.911114
302.350000	4.911828
302.360000	4.912541
302.370000	4.913255
302.380000	4.913968
302.390000	4.914682
302.400000	4.915395
302.410000	4.916108
302.420000	4.916822
302.430000	4.917534
302.440000	4.918200
302.450000	4.918865
302.460000	4.919531
302.470000	4.920197
302.480000	4.920863
302.490000	4.921529
302.500000	4.922195
302.510000	4.922861
302.520000	4.923527
302.530000	4.924193
302.540000	4.924858
302.550000	4.925524
302.560000	4.926190
302.570000	4.926856
302.580000	4.927522
302.590000	4.928188
302.600000	4.928854
302.610000	4.929520
302.620000	4.930186
302.630000	4.930851
302.640000	4.931517
302.650000	4.932183
302.660000	4.932849
302.670000	4.933515
302.680000	4.934181
302.690000	4.934844
302.700000	4.935343
302.710000	4.935843
302.720000	4.936342
302.730000	4.936842
302.740000	4.937341
302.750000	4.937841
302.760000	4.938340
302.770000	4.938839
302.780000	4.939339
302.790000	4.939838
302.800000	4.940338
302.810000	4.940837
302.820000	4.941337
302.830000	4.941836
302.840000	4.942336
302.850000	4.942835
302.860000	4.943334
302.870000	4.943834
302.880000	4.944333
302.890000	4.944833
302.900000	4.945332
302.910000	4.945832
302.920000	4.946331
302.930000	4.946831
302.940000	4.947330
302.950000	4.947828
302.960000	4.947828
302.970000	4.947828
302.980000	4.947828
302.990000	4.947829
303.000000	4.947829
303.010000	4.947829
303.020000	4.947829
303.030000	4.947829
303.040000	4.947829
303.050000	4.947829
303.060000	4.947829
303.070000	4.947829
303.080000	4.947829
303.090000	4.947830
303.100000	4.947830
303.110000	4.947830
303.120000	4.947830
303.130000	4.947830
303.140000	4.947830
303.150000	4.947830
303.160000	4.947830
303.170000	4.947830
303.180000	4.947830
303.190000	4.947830
303.200000	4.947831
303.210000	4.947831
303.220000	4.947407
303.230000	4.946979
303.240000	4.946551
303.250000	4.946123
303.260000	4.945695
303.270000	4.945267
303.280000	4.944839
303.290000	4.944411
303.300000	4.943983
303.310000	4.943555
303.320000	4.943127
303.330000	4.942699
303.340000	4.942271
303.350000	4.941843
303.360000	4.941415
303.370000	4.940987
303.380000	4.940559
303.390000	4.940131
303.400000	4.939703
303.410000	4.939276
303.420000	4.938848
303.430000	4.938420
303.440000	4.937992
303.450000	4.937564
303.460000	4.937136
303.470000	4.936708
303.480000	4.936280
303.490000	4.935852
303.500000	4.935424
303.510000	4.934996
303.520000	4.934522
303.530000	4.934023
303.540000	4.933523
303.550000	4.933024
303.560000	4.932525
303.570000	4.932025
303.580000	4.931526
303.590000	4.931027
303.600000	4.930528
303.610000	4.930028
303.620000	4.929529
303.630000	4.929030
303.640000	4.928530
303.650000	4.928031
303.660000	4.927532
303.670000	4.927032
303.680000	4.926533
303.690000	4.926034
303.700000	4.925535
303.710000	4.925035
303.720000	4.924536
303.730000	4.924037
303.740000	4.923537
303.750000	4.923038
303.760000	4.922539
303.770000	4.922040
303.780000	4.921433
303.790000	4.920768
303.800000	4.920102
303.810000	4.919436
303.820000	4.918770
303.830000	4.918104
303.840000	4.917439
303.850000	4.916773
303.860000	4.916107
303.870000	4.915441
303.880000	4.914776
303.890000	4.914110
303.900000	4.913444
303.910000	4.912778
303.920000	4.912113
303.930000	4.911447
303.940000	4.910781
303.950000	4.910115
303.960000	4.909449
303.970000	4.908784
303.980000	4.908118
